pensioner_id,name,dob,gender,join_date,retirement_date,years_of_service,monthly_pension,pension_type,lump_sum,region,last_contribution,spouse_count,beneficiary_name,payment_method,bank_account_mask,inflation_index,active_flag,created_at,age_at_retirement,pension_status,beneficiary_name_missing,data_issue_flag
P007436,Thomas Martinez,1960-01-07,F,1978-11-23,2014-04-03,35,1206.69,Defined Contribution,0.0,North,2012-04-30,1,S***,Cheque,****3494,1.0116,0,2022-10-19T17:10:28.091175,54.0,Active,0,1
P007437,Michael Brown,1975-01-02,F,1999-03-29,2039-01-21,39,1633.32,Defined Contribution,0.0,West,2038-04-01,0,Beneficiary Not Registered,Bank Transfer,****7858,1.0139,1,2022-09-18T17:10:28.091452,64.0,Active,1,1
P007438,Mary Smith,1975-06-17,M,1997-01-06,2039-11-27,42,2323.05,Defined Contribution,0.0,South,2038-03-08,0,J***,Bank Transfer,****7725,1.0231,1,2021-01-10T17:10:28.091721,64.0,Active,0,1
P007439,Charles Rodriguez,1951-07-12,M,1984-06-15,2005-10-04,21,2386.74,Defined Benefit,0.0,East,2005-04-15,0,Beneficiary Not Registered,Bank Transfer,****6731,1.0145,0,2022-06-17T17:10:28.092087,54.0,Active,1,1
P007440,Michael Garcia,1951-03-07,M,1985-04-17,2020-05-10,35,1784.99,Defined Benefit,0.0,West,2019-11-12,0,J***,Direct Deposit,****4393,1.0343,0,2022-09-26T17:10:28.092392,69.0,Active,0,1
P007441,James Martinez,1953-07-03,M,1972-07-18,2014-04-16,41,1836.62,Defined Benefit,45915.5,East,2012-10-14,1,S***,Bank Transfer,****9777,1.0228,0,2022-07-10T17:10:28.092691,60.0,Active,0,1
P007442,Karen Anderson,1939-03-08,M,1961-05-14,2002-03-16,40,1840.78,Defined Benefit,0.0,West,2000-12-24,0,J***,Bank Transfer,****6100,1.0274,0,2023-03-26T17:10:28.092954,63.0,Active,0,1
P007443,Jessica Johnson,1941-11-03,M,1963-11-24,2009-01-05,45,1209.5,Defined Benefit,0.0,East,2007-11-06,1,J***,Bank Transfer,****9116,1.0134,0,2021-04-03T17:10:28.093226,67.0,Active,0,1
P007444,Thomas Davis,1950-04-23,F,1981-10-11,2018-09-15,36,2585.99,Defined Benefit,0.0,North,2018-01-20,0,Beneficiary Not Registered,Bank Transfer,****3602,1.0195,0,2021-06-10T17:10:28.093505,68.0,Active,1,1
P007445,Susan Davis,1947-06-10,M,1971-11-25,2005-02-16,33,1297.36,Defined Benefit,0.0,South,2004-07-26,1,D***,Bank Transfer,****3114,1.0128,0,2023-09-29T17:10:28.093805,57.0,Active,0,1
P007446,Joseph Williams,1950-02-01,F,1980-09-06,2014-04-26,33,1998.44,Defined Benefit,0.0,North,2013-03-09,1,Beneficiary Not Registered,Bank Transfer,****9870,1.0199,0,2021-05-10T17:10:28.094084,64.0,Active,1,1
P007447,William Miller,1969-02-11,M,1987-04-27,2033-01-18,45,1088.53,Defined Benefit,0.0,West,2032-07-20,1,R***,Bank Transfer,****4979,1.0023,1,2022-05-28T17:10:28.094373,63.0,Active,0,1
P007448,Barbara Miller,1940-04-03,F,1973-07-29,2009-07-16,35,2093.03,Defined Benefit,50232.72,South,2008-10-12,0,Beneficiary Not Registered,Bank Transfer,****3344,1.0339,0,2025-08-16T17:10:28.094623,69.0,Active,1,1
P007449,James Williams,1964-04-24,F,1992-10-11,2024-05-22,31,2348.46,Defined Contribution,0.0,West,2024-02-23,0,Beneficiary Not Registered,Bank Transfer,****6682,1.0186,0,2025-09-13T17:10:28.094847,60.0,Active,1,1
P007450,Robert Martinez,1975-08-13,M,2007-05-25,2042-09-08,35,2086.33,Defined Benefit,0.0,Central,2041-03-24,0,P***,Bank Transfer,****7252,1.0178,1,2024-03-24T17:10:28.095103,67.0,Active,0,1
P007451,Barbara Davis,1973-11-03,F,2000-08-03,2044-02-01,43,1559.71,Defined Benefit,29634.49,South,2044-01-14,0,Beneficiary Not Registered,Cheque,****7102,1.0055,1,2021-08-22T17:10:28.095400,70.0,Active,1,1
P007452,John Smith,1974-07-31,F,1994-02-07,2033-04-07,39,1931.53,Defined Contribution,0.0,West,2032-06-12,0,R***,Bank Transfer,****1325,1.0138,1,2025-02-27T17:10:28.095758,58.0,Active,0,1
P007453,John Johnson,1963-07-02,F,1996-12-29,2021-08-30,24,1900.58,Defined Benefit,34210.44,West,2020-06-29,1,Beneficiary Not Registered,Bank Transfer,****7579,1.0066,0,2021-10-17T17:10:28.095994,58.0,Active,1,1
P007454,Richard Taylor,1960-08-06,F,1982-01-20,2016-12-05,34,1488.6,Defined Benefit,8931.6,West,2015-11-15,1,J***,Bank Transfer,****9048,1.0212,0,2021-11-04T17:10:28.096275,56.0,Active,0,1
P007455,Sarah Jackson,1968-05-20,M,2001-12-25,2032-06-07,30,1982.71,Defined Contribution,0.0,South,2031-04-23,1,T***,Bank Transfer,****9206,1.0035,1,2023-09-09T17:10:28.096532,64.0,Active,0,1
P007456,Sarah Taylor,1975-05-08,M,2008-06-04,2045-02-28,36,1730.1,Defined Benefit,57093.3,North,2043-08-31,0,J***,Bank Transfer,****9599,1.012,1,2023-02-23T17:10:28.096878,69.0,Active,0,1
P007457,Susan Jackson,1935-08-19,F,1967-11-03,1991-07-14,23,1791.57,Defined Benefit,0.0,West,1990-08-26,1,Beneficiary Not Registered,Bank Transfer,****8310,1.0265,0,2024-11-24T17:10:28.097162,55.0,Active,1,1
P007458,William Martin,1939-11-07,M,1961-12-20,2007-01-05,45,1578.28,Defined Benefit,0.0,East,2006-02-24,1,Beneficiary Not Registered,Direct Deposit,****3577,1.0239,0,2022-01-14T17:10:28.097425,67.0,Active,1,1
P007459,Jessica Garcia,1935-09-26,M,1958-06-17,2002-07-27,44,2140.44,Defined Benefit,0.0,North,2002-02-21,0,J***,Bank Transfer,****7270,0.9971,0,2025-02-17T17:10:28.097692,66.0,Active,0,1
P007460,David Jones,1960-09-13,M,1978-06-14,2030-08-08,52,1831.64,Defined Benefit,0.0,Central,2029-08-06,0,J***,Bank Transfer,****5886,1.0169,1,2023-03-18T17:10:28.098014,69.0,Active,0,1
P007461,Susan Miller,1968-01-08,F,1999-04-08,2034-03-26,34,1590.96,Defined Benefit,0.0,West,2033-05-24,1,J***,Cheque,****7448,0.9993,1,2021-06-29T17:10:28.098310,66.0,Active,0,1
P007462,Joseph Rodriguez,1964-09-03,M,1993-10-07,2029-07-24,35,1567.27,Defined Benefit,0.0,North,2028-11-02,0,J***,Bank Transfer,****3881,1.0262,1,2025-03-08T17:10:28.098727,64.0,Active,0,1
P007463,James Martinez,1970-05-30,F,1996-07-05,2040-03-27,43,1463.02,Defined Benefit,0.0,South,2039-09-02,1,Beneficiary Not Registered,Direct Deposit,****4099,1.0294,1,2021-11-27T17:10:28.098980,69.0,Active,1,1
P007464,Joseph Rodriguez,1937-03-04,M,1955-06-06,2002-04-29,46,1983.35,Defined Benefit,0.0,East,2001-10-13,1,Beneficiary Not Registered,Bank Transfer,****4192,1.0107,0,2024-11-20T17:10:28.099212,65.0,Active,1,1
P007465,Linda Anderson,1937-06-13,M,1970-07-28,2000-05-02,29,1506.88,Defined Benefit,9041.28,West,1998-09-27,0,Beneficiary Not Registered,Bank Transfer,****4048,0.9997,0,2025-02-28T17:10:28.099433,62.0,Active,1,1
P007466,Joseph Lopez,1950-05-13,F,1981-05-03,2007-10-07,26,1438.65,Defined Contribution,0.0,East,2006-07-24,0,M***,Bank Transfer,****7018,1.0199,0,2023-12-29T17:10:28.099690,57.0,Active,0,1
P007467,Mary Davis,1939-09-18,M,1964-05-18,2005-12-07,41,2014.22,Defined Benefit,16113.76,South,2005-11-21,1,E***,Direct Deposit,****8437,1.0086,0,2025-08-21T17:10:28.099983,66.0,Active,0,1
P007468,Linda Miller,1970-09-01,F,1991-09-05,2033-11-09,42,2354.8,Defined Contribution,0.0,West,2033-06-19,0,P***,Bank Transfer,****9700,1.0383,1,2022-07-31T17:10:28.100254,63.0,Active,0,1
P007469,Sarah Moore,1943-09-23,F,1967-08-21,1999-06-26,31,1952.28,Defined Contribution,29284.2,West,1998-04-21,1,Beneficiary Not Registered,Bank Transfer,****4726,1.019,0,2021-06-01T17:10:28.100485,55.0,Active,1,1
P007470,Mary Rodriguez,1961-05-05,M,1980-04-15,2018-04-22,38,1883.98,Defined Contribution,0.0,West,2016-12-23,0,S***,Direct Deposit,****2406,1.0258,0,2025-01-12T17:10:28.100762,57.0,Active,0,1
P007471,Thomas Rodriguez,1969-04-15,M,1992-12-20,2027-11-28,34,1378.57,Defined Benefit,0.0,East,2027-03-06,1,Beneficiary Not Registered,Direct Deposit,****3746,1.0194,1,2022-05-07T17:10:28.101130,58.0,Active,1,1
P007472,Joseph Miller,1946-01-10,F,1967-11-19,2014-02-16,46,1131.9,Defined Benefit,0.0,North,2013-04-08,1,T***,Bank Transfer,****3554,1.0106,0,2024-08-23T17:10:28.101500,68.0,Active,0,1
P007473,Jessica Hernandez,1959-03-12,M,1989-11-20,2018-02-26,28,1478.61,Defined Benefit,35486.64,East,2017-09-02,1,Beneficiary Not Registered,Bank Transfer,****1323,1.0251,0,2025-04-13T17:10:28.101733,59.0,Active,1,1
P007474,Jessica Martinez,1950-08-26,F,1982-07-28,2015-08-27,33,1244.16,Defined Benefit,0.0,East,2014-08-25,0,S***,Bank Transfer,****4784,1.0241,0,2025-07-12T17:10:28.102085,65.0,Active,0,1
P007475,Sarah Williams,1943-07-15,F,1962-05-31,2004-06-25,42,1424.04,Defined Benefit,0.0,South,2002-11-21,1,Beneficiary Not Registered,Bank Transfer,****8315,1.0144,0,2024-12-07T17:10:28.102320,60.0,Active,1,1
P007476,Susan Jones,1973-08-22,F,2001-07-13,2044-07-14,43,1157.29,Defined Contribution,0.0,East,2043-06-28,0,Beneficiary Not Registered,Bank Transfer,****5070,1.0164,1,2025-04-14T17:10:28.102548,70.0,Active,1,1
P007477,Sarah Garcia,1968-10-27,M,1994-07-27,2036-09-12,42,1978.49,Defined Benefit,0.0,North,2035-08-06,0,S***,Bank Transfer,****2228,1.0217,1,2022-04-10T17:10:28.102810,67.0,Active,0,1
P007478,William Hernandez,1951-10-12,F,1979-08-01,2008-06-29,28,2494.33,Defined Benefit,47392.27,East,2007-09-17,0,M***,Bank Transfer,****5739,1.029,0,2023-11-09T17:10:28.103076,56.0,Active,0,1
P007479,William Anderson,1950-09-23,F,1979-09-17,2010-08-07,30,1899.32,Defined Benefit,0.0,Central,2009-12-30,2,T***,Bank Transfer,****7454,1.0181,0,2021-04-30T17:10:28.103386,59.0,Active,0,1
P007480,Barbara Hernandez,1950-11-13,F,1978-01-15,2008-08-21,30,2329.52,Defined Benefit,0.0,East,2007-10-11,0,B***,Bank Transfer,****1564,1.0244,0,2025-03-29T17:10:28.103645,57.0,Active,0,1
P007481,Barbara Brown,1951-07-13,M,1974-07-20,2020-05-16,45,1460.7,Defined Benefit,0.0,North,2019-07-24,0,Beneficiary Not Registered,Direct Deposit,****1611,1.0307,0,2022-11-14T17:10:28.103942,68.0,Active,1,1
P007482,Thomas Johnson,1965-06-28,F,1984-07-03,2027-05-19,42,1282.87,Defined Benefit,0.0,East,2026-03-11,1,S***,Bank Transfer,****2956,1.0099,1,2021-03-13T17:10:28.104261,61.0,Active,0,1
P007483,Karen Martinez,1942-12-14,M,1972-06-29,2006-06-14,33,1972.62,Defined Benefit,29589.3,West,2004-07-17,1,R***,Direct Deposit,****1600,1.022,0,2024-11-24T17:10:28.104552,63.0,Active,0,1
P007484,Karen Martin,1958-03-06,M,1977-05-03,2023-01-16,45,1415.74,Defined Benefit,0.0,East,2022-08-08,1,M***,Bank Transfer,****1886,1.0121,0,2024-05-23T17:10:28.104836,64.0,Active,0,1
P007485,Linda Brown,1958-07-08,F,1985-10-07,2016-04-17,30,1886.84,Defined Benefit,0.0,North,2014-12-25,1,K***,Bank Transfer,****6220,1.0219,0,2022-07-31T17:10:28.105102,57.0,Active,0,1
P007486,Sarah Brown,1941-02-15,M,1973-11-15,2000-03-18,26,1887.25,Defined Benefit,0.0,North,1999-12-10,0,J***,Bank Transfer,****9404,1.009,0,2025-09-09T17:10:28.105398,59.0,Active,0,1
P007487,Michael Garcia,1969-08-09,M,2002-09-30,2031-05-22,28,1959.6,Defined Benefit,0.0,North,2031-01-10,1,M***,Direct Deposit,****6919,1.0242,1,2025-11-09T17:10:28.105790,61.0,Active,0,1
P007488,John Williams,1960-02-28,M,1991-06-24,2028-07-02,37,1658.99,Defined Benefit,0.0,West,2027-12-23,0,L***,Bank Transfer,****4926,1.0087,1,2021-05-06T17:10:28.106138,68.0,Active,0,1
P007489,Richard Gonzalez,1938-10-05,F,1965-06-13,1998-09-18,33,2386.81,Defined Benefit,0.0,South,1998-08-31,1,Beneficiary Not Registered,Bank Transfer,****4521,1.0276,0,2021-12-23T17:10:28.106443,59.0,Active,1,1
P007490,Charles Davis,1957-09-24,F,1989-10-02,2028-03-04,38,2250.6,Defined Benefit,29257.8,North,2026-05-08,1,B***,Bank Transfer,****6512,1.0122,1,2025-08-24T17:10:28.106724,70.0,Active,0,1
P007491,Susan Lopez,1968-11-06,M,1987-06-01,2023-08-26,36,1572.54,Defined Benefit,51893.82,West,2022-12-10,0,K***,Bank Transfer,****8436,1.0211,0,2022-08-14T17:10:28.106989,54.0,Active,0,1
P007492,Elizabeth Jones,1970-02-24,F,1996-06-27,2029-06-15,32,1997.42,Defined Benefit,0.0,South,2029-01-12,0,L***,Bank Transfer,****2473,1.0202,1,2023-11-28T17:10:28.107247,59.0,Active,0,1
P007493,Jennifer Williams,1951-03-22,M,1974-12-07,2005-05-13,30,1828.31,Defined Benefit,0.0,East,2004-08-14,0,L***,Direct Deposit,****3307,1.0075,0,2024-07-30T17:10:28.107561,54.0,Active,0,1
P007494,John Miller,1945-09-15,M,1975-09-24,2009-12-20,34,1702.25,Defined Contribution,0.0,North,2008-02-07,0,S***,Bank Transfer,****2178,1.0287,0,2022-03-06T17:10:28.107841,64.0,Active,0,1
P007495,Jennifer Davis,1954-03-27,M,1977-06-08,2013-09-28,36,1694.51,Defined Contribution,0.0,East,2011-10-05,0,Beneficiary Not Registered,Bank Transfer,****7934,1.003,0,2022-07-27T17:10:28.108055,59.0,Active,1,1
P007496,Jennifer Smith,1975-09-08,F,2006-06-17,2034-05-29,27,1699.32,Defined Contribution,0.0,North,2033-06-04,0,Beneficiary Not Registered,Bank Transfer,****3593,1.0015,1,2023-05-29T17:10:28.108267,58.0,Active,1,1
P007497,Barbara Anderson,1959-07-03,F,1977-11-22,2026-04-17,48,2127.75,Defined Benefit,0.0,North,2025-03-22,0,J***,Bank Transfer,****5751,1.0341,1,2025-02-01T17:10:28.108540,66.0,Active,0,1
P007498,Joseph Gonzalez,1950-08-23,M,1975-08-06,2007-04-09,31,2054.87,Defined Benefit,43152.27,West,2007-02-18,0,B***,Bank Transfer,****2936,1.0106,0,2021-08-12T17:10:28.108827,56.0,Active,0,1
P007499,Barbara Smith,1939-05-29,F,1967-04-10,2006-03-06,38,924.6,Defined Benefit,0.0,South,2004-07-03,1,Beneficiary Not Registered,Cheque,****2660,1.0183,0,2025-04-29T17:10:28.109040,66.0,Active,1,1
P007500,Michael Jackson,1965-10-09,F,1987-01-29,2030-04-09,43,2165.26,Defined Benefit,0.0,Central,2028-05-24,0,S***,Bank Transfer,****1259,1.0053,1,2024-08-06T17:10:28.109311,64.0,Active,0,1
P007501,Joseph Lopez,1963-06-02,F,1983-06-28,2032-06-28,49,1848.02,Defined Contribution,0.0,South,2031-03-17,0,C***,Cheque,****3524,1.0233,1,2024-01-12T17:10:28.109575,69.0,Active,0,1
P007502,Jessica Johnson,1969-09-17,M,2001-05-03,2032-07-10,31,1424.98,Defined Contribution,0.0,South,2031-10-15,0,Beneficiary Not Registered,Bank Transfer,****9806,1.0181,1,2022-05-16T17:10:28.109820,62.0,Active,1,1
P007503,Richard Moore,1975-06-17,F,1995-11-18,2043-01-28,47,1282.69,Defined Benefit,0.0,South,2041-07-07,1,L***,Bank Transfer,****1319,1.0307,1,2022-03-28T17:10:28.110104,67.0,Active,0,1
P007504,Mary Garcia,1960-04-19,F,1989-02-25,2024-08-24,35,1896.98,Defined Benefit,24660.74,North,2023-12-22,1,Beneficiary Not Registered,Bank Transfer,****6530,1.0203,0,2023-02-22T17:10:28.110331,64.0,Active,1,1
P007505,Sarah Martin,1972-06-22,M,1995-07-18,2029-07-18,34,1461.94,Defined Contribution,39472.38,South,2027-09-08,1,S***,Bank Transfer,****3099,1.0151,1,2022-07-11T17:10:28.110597,57.0,Active,0,1
P007506,Sarah Gonzalez,1941-02-01,M,1958-11-18,2009-01-15,50,2283.79,Defined Contribution,0.0,South,2008-03-05,1,W***,Bank Transfer,****7578,1.0244,0,2023-09-01T17:10:28.110887,68.0,Active,0,1
P007507,Joseph Williams,1968-11-24,M,1991-02-16,2036-05-17,45,2184.52,Defined Benefit,0.0,South,2035-02-26,0,Beneficiary Not Registered,Bank Transfer,****7481,1.0133,1,2024-03-09T17:10:28.111120,67.0,Active,1,1
P007508,John Hernandez,1961-04-28,F,1982-10-11,2029-11-25,47,2360.96,Defined Contribution,0.0,Central,2028-12-29,0,Beneficiary Not Registered,Bank Transfer,****9204,1.0156,1,2021-10-06T17:10:28.111339,68.0,Active,1,1
P007509,Thomas Martinez,1940-03-23,F,1962-06-14,2001-11-20,39,2479.5,Defined Benefit,0.0,West,2000-10-11,0,J***,Bank Transfer,****3312,1.0194,0,2022-10-04T17:10:28.111623,61.0,Active,0,1
P007510,James Smith,1966-12-17,F,2001-04-05,2035-10-02,34,878.53,Defined Benefit,0.0,West,2033-10-18,1,Beneficiary Not Registered,Bank Transfer,****4957,1.0179,1,2021-10-03T17:10:28.111862,68.0,Active,1,1
P007511,Charles Johnson,1944-11-16,M,1972-08-12,2000-06-11,27,2214.59,Defined Benefit,0.0,East,2000-06-07,0,Beneficiary Not Registered,Bank Transfer,****5996,1.0177,0,2025-06-22T17:10:28.112082,55.0,Active,1,1
P007512,Mary Martin,1954-10-27,F,1979-04-16,2017-10-12,38,1621.56,Defined Benefit,19458.72,West,2016-07-20,0,Beneficiary Not Registered,Cheque,****7391,1.0214,0,2021-01-23T17:10:28.112311,63.0,Active,1,1
P007513,John Gonzalez,1967-01-16,F,1987-11-10,2024-07-05,36,1844.16,Defined Benefit,53480.64,North,2022-07-28,1,J***,Bank Transfer,****8270,1.0172,0,2021-09-21T17:10:28.112579,57.0,Active,0,1
P007514,Joseph Wilson,1959-06-13,M,1980-01-09,2020-09-28,40,1963.33,Defined Contribution,0.0,East,2018-12-05,1,R***,Cheque,****7080,1.0371,0,2025-04-18T17:10:28.112901,61.0,Active,0,1
P007515,Elizabeth Thomas,1964-02-11,F,1994-05-01,2022-07-21,28,1424.86,Defined Benefit,29922.06,North,2022-01-03,0,Beneficiary Not Registered,Bank Transfer,****8136,1.016,0,2023-12-05T17:10:28.113186,58.0,Active,1,1
P007516,Richard Gonzalez,1974-01-02,M,2001-06-10,2043-03-17,41,1037.55,Defined Contribution,0.0,West,2042-07-10,1,Beneficiary Not Registered,Bank Transfer,****4361,1.0416,1,2023-05-26T17:10:28.113574,69.0,Active,1,1
P007517,Joseph Davis,1973-03-13,M,2003-07-14,2043-08-08,40,1181.32,Defined Contribution,0.0,South,2043-04-05,1,R***,Bank Transfer,****2325,1.0237,1,2021-02-21T17:10:28.113927,70.0,Active,0,1
P007518,David Wilson,1966-01-12,M,1999-05-21,2027-01-20,27,1609.43,Defined Benefit,0.0,North,2025-12-26,1,Beneficiary Not Registered,Bank Transfer,****6259,1.0212,1,2021-11-14T17:10:28.114195,61.0,Active,1,1
P007519,James Johnson,1944-02-09,M,1970-03-02,2005-09-12,35,2344.89,Defined Benefit,0.0,North,2005-09-04,1,J***,Direct Deposit,****5768,1.0121,0,2025-08-05T17:10:28.114477,61.0,Active,0,1
P007520,Susan Lopez,1954-09-21,M,1984-05-30,2018-06-29,34,2284.31,Defined Contribution,0.0,East,2017-12-23,1,M***,Bank Transfer,****7365,1.0299,0,2023-02-12T17:10:28.114734,63.0,Active,0,1
P007521,Thomas Taylor,1975-02-11,M,2004-11-29,2030-07-11,25,2286.64,Defined Benefit,0.0,East,2028-10-08,1,Beneficiary Not Registered,Bank Transfer,****2773,1.0219,1,2024-01-15T17:10:28.114946,55.0,Active,1,1
P007522,Patricia Smith,1969-07-07,F,1987-08-18,2029-02-09,41,657.5,Defined Benefit,21040.0,South,2028-09-30,0,Beneficiary Not Registered,Bank Transfer,****8859,1.0127,1,2023-08-05T17:10:28.115194,59.0,Active,1,1
P007523,Jessica Johnson,1953-03-28,M,1975-02-14,2008-12-15,33,2058.29,Defined Benefit,0.0,Central,2008-10-07,1,B***,Cheque,****1406,1.0222,0,2024-06-11T17:10:28.115476,55.0,Active,0,1
P007524,Barbara Garcia,1957-03-02,M,1986-08-15,2017-07-07,30,2500.38,Defined Contribution,0.0,North,2017-05-23,0,T***,Direct Deposit,****9478,1.0191,0,2025-05-12T17:10:28.116261,60.0,Active,0,1
P007525,John Garcia,1950-08-14,M,1971-01-24,2019-11-17,48,567.51,Defined Benefit,0.0,North,2018-11-03,1,M***,Bank Transfer,****6640,1.0231,0,2022-10-24T17:10:28.116555,69.0,Active,0,1
P007526,James Garcia,1935-07-08,M,1966-04-14,2003-09-21,37,1940.87,Defined Benefit,0.0,West,2003-01-28,0,C***,Bank Transfer,****4456,1.0119,0,2025-11-15T17:10:28.116891,68.0,Active,0,1
P007527,John Wilson,1960-04-22,F,1986-02-28,2023-05-06,37,1846.82,Defined Contribution,0.0,South,2022-01-09,0,J***,Bank Transfer,****4417,1.0332,0,2022-07-21T17:10:28.117159,63.0,Active,0,1
P007528,Barbara Anderson,1970-08-27,M,1997-04-04,2029-07-24,32,1564.65,Defined Benefit,0.0,North,2028-01-31,1,J***,Bank Transfer,****9002,1.0235,1,2024-06-21T17:10:28.117576,58.0,Active,0,1
P007529,Charles Johnson,1936-06-08,F,1970-04-04,2005-08-01,35,1630.27,Defined Contribution,0.0,East,2005-03-21,2,J***,Bank Transfer,****1299,1.0252,0,2022-04-20T17:10:28.117845,69.0,Active,0,1
P007530,Richard Brown,1969-09-11,F,1988-02-08,2029-08-22,41,2522.14,Defined Benefit,0.0,North,2028-12-23,0,Beneficiary Not Registered,Bank Transfer,****6070,0.9974,1,2021-06-20T17:10:28.118098,59.0,Active,1,1
P007531,Mary Wilson,1935-03-01,F,1965-03-07,2004-11-20,39,1530.32,Defined Benefit,0.0,West,2004-07-19,1,S***,Bank Transfer,****6084,1.0225,0,2025-03-31T17:10:28.118433,69.0,Active,0,1
P007532,Patricia Johnson,1959-02-20,F,1977-07-08,2015-05-24,37,868.58,Defined Benefit,19108.76,West,2013-06-22,1,L***,Cheque,****2493,1.014,0,2022-12-28T17:10:28.118713,56.0,Active,0,1
P007533,Karen Thomas,1968-09-20,F,1988-10-24,2023-12-25,35,1956.93,Defined Benefit,0.0,North,2022-11-17,1,Beneficiary Not Registered,Bank Transfer,****9777,1.0155,0,2022-01-14T17:10:28.118941,55.0,Active,1,1
P007534,Joseph Smith,1964-07-15,F,1992-10-13,2030-10-18,38,1444.73,Defined Benefit,0.0,East,2030-06-11,1,Beneficiary Not Registered,Bank Transfer,****2851,1.0205,1,2022-12-29T17:10:28.119154,66.0,Active,1,1
P007535,Jennifer Rodriguez,1966-11-18,M,1996-12-31,2030-07-27,33,1112.25,Defined Benefit,0.0,East,2029-08-23,0,M***,Bank Transfer,****5025,1.0182,1,2021-10-22T17:10:28.119451,63.0,Active,0,1
P007536,David Anderson,1969-02-16,F,2001-10-28,2028-04-21,26,2354.86,Defined Benefit,0.0,North,2026-08-29,0,C***,Bank Transfer,****8227,1.0168,1,2021-07-24T17:10:28.119720,59.0,Active,0,1
P007537,Joseph Smith,1943-01-21,F,1972-11-13,2012-09-14,39,1351.03,Defined Contribution,39179.87,South,2011-11-27,1,J***,Bank Transfer,****7920,1.0218,0,2024-07-31T17:10:28.119988,69.0,Active,0,1
P007538,Richard Jones,1960-07-15,M,1984-01-24,2017-07-31,33,2100.1,Defined Benefit,0.0,North,2017-06-04,1,Beneficiary Not Registered,Cheque,****7560,1.0162,0,2024-08-09T17:10:28.120219,57.0,Active,1,1
P007539,Patricia Jackson,1940-08-19,F,1963-10-06,1999-10-31,36,2176.21,Defined Benefit,0.0,South,1998-04-06,0,Beneficiary Not Registered,Bank Transfer,****3839,1.0306,0,2022-05-08T17:10:28.120510,59.0,Active,1,1
P007540,Susan Smith,1960-07-02,M,1991-10-02,2024-01-03,32,2287.42,Defined Contribution,0.0,East,2022-05-24,0,T***,Bank Transfer,****5757,1.0203,0,2024-02-16T17:10:28.120800,63.0,Active,0,1
P007541,Patricia Johnson,1962-11-02,F,1990-06-13,2025-01-22,34,1941.75,Defined Benefit,0.0,South,2024-09-24,0,Beneficiary Not Registered,Bank Transfer,****2761,1.0174,0,2022-10-31T17:10:28.121034,62.0,Active,1,1
P007542,Richard Jackson,1972-11-08,M,2006-01-04,2032-09-18,26,1354.45,Defined Contribution,35215.7,West,2032-04-22,0,Beneficiary Not Registered,Bank Transfer,****6251,1.0231,1,2021-05-21T17:10:28.121263,59.0,Active,1,1
P007543,Richard Jackson,1969-09-29,F,1999-10-19,2035-12-21,36,1252.47,Defined Contribution,0.0,South,2035-06-30,0,J***,Bank Transfer,****6428,1.0158,1,2021-09-14T17:10:28.121531,66.0,Active,0,1
P007544,Mary Jones,1946-03-14,M,1977-03-27,2014-02-21,36,1927.1,Defined Contribution,0.0,West,2012-11-14,0,K***,Direct Deposit,****7185,1.0125,0,2022-09-02T17:10:28.121823,67.0,Active,0,1
P007545,Patricia Hernandez,1951-01-12,M,1981-05-10,2016-06-27,35,2032.43,Defined Benefit,0.0,East,2015-11-05,1,Beneficiary Not Registered,Bank Transfer,****4259,1.0407,0,2024-09-16T17:10:28.122180,65.0,Active,1,1
P007546,Jennifer Martin,1955-01-07,M,1975-01-17,2012-09-08,37,1623.39,Defined Benefit,0.0,East,2011-02-14,1,Beneficiary Not Registered,Bank Transfer,****3546,1.026,0,2025-08-14T17:10:28.122428,57.0,Active,1,1
P007547,James Thomas,1961-09-05,M,1991-11-06,2016-02-03,24,2031.02,Defined Contribution,0.0,East,2015-02-17,0,Beneficiary Not Registered,Bank Transfer,****4093,1.0197,0,2023-06-26T17:10:28.122655,54.0,Active,1,1
P007548,James Jackson,1956-05-30,F,1990-04-09,2016-02-02,25,2181.08,Defined Benefit,21810.8,North,2014-12-28,1,P***,Bank Transfer,****2701,1.0212,0,2021-12-22T17:10:28.122929,59.0,Active,0,1
P007549,William Jones,1950-12-10,M,1976-04-23,2005-06-03,29,1544.54,Defined Contribution,0.0,West,2005-02-07,0,L***,Bank Transfer,****7201,1.0412,0,2021-04-16T17:10:28.123186,54.0,Active,0,1
P007550,Karen Smith,1971-10-03,F,2004-05-15,2032-10-30,28,1744.86,Defined Benefit,0.0,Central,2030-12-29,0,Beneficiary Not Registered,Bank Transfer,****1545,1.025,1,2024-09-12T17:10:28.123604,61.0,Active,1,1
P007551,Karen Smith,1948-08-14,M,1974-04-11,2016-07-10,42,2051.87,Defined Benefit,0.0,South,2015-06-05,1,Beneficiary Not Registered,Direct Deposit,****3592,1.0159,0,2022-03-18T17:10:28.124044,67.0,Active,1,1
P007552,Patricia Miller,1963-11-19,F,1992-04-01,2027-01-03,34,2394.61,Defined Benefit,0.0,South,2025-10-16,1,Beneficiary Not Registered,Bank Transfer,****8759,1.0256,1,2024-05-23T17:10:28.124384,63.0,Active,1,1
